RMSE @0.2,RMSE @0.25,RMSE @0.3,RMSE @0.35,RMSE @0.4,RMSE @0.45,RMSE @0.5,RMSE @0.55,RMSE @0.6,RMSE @0.65,RMSE @0.7,RMSE @0.75,RMSE @0.8,RMSE @0.85,RMSE @0.9,RMSE @0.95
13.207816949497316,10.958525708975898,9.894081925214545,9.922467291095352,11.198094544545132,13.12542516318179,15.526331320879194,18.325553002764824,22.05583418119957,25.568884550227395,29.339454177413927,33.61879257626178,37.64169658010344,41.62888763484182,45.997767802983034,50.61069021744037
